about,privacy,location
lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit,False,Xuwei
luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et,False,Mangdang
phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim,False,Efkarpía
pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar,False,Yashiga
enim leo rhoncus sed vestibulum sit amet cursus id turpis,True,Guanjiabao
curae duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi,True,Khatanga
cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis,False,Sufang
ac nulla sed vel enim sit amet nunc viverra dapibus nulla,True,Benito Juarez
justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,False,Hajnówka
habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,False,Lecong
sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit,True,Leidschendam
in eleifend quam a odio in hac habitasse platea dictumst,True,Albuera
morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu,True,Huxu
mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet,True,Bongued
eu massa donec dapibus duis at velit eu est congue elementum,False,Kirs
massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,False,Sịa
justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat,True,Zaragoza
duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,False,Vancouver
id consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo,False,Fulu
enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus,True,Shimen
eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,True,København
tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,False,Satu Nou
augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl,False,Saijō
eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus,True,San Enrique
felis eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing,True,U Minh
euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a,True,Parabon
integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla,True,Tala
id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,True,Yeni Suraxanı
nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere,True,Heshan
duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus,True,Shaochang
erat vestibulum sed magna at nunc commodo placerat praesent blandit,False,Napel
sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi,False,Jinping
vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus et,False,Mesa
id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi,False,Ermelo
praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus,False,Sainte-Marthe-sur-le-Lac
vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,True,Ban Muang
in consequat ut nulla sed accumsan felis ut at dolor,False,Gongjiahe
suscipit nulla elit ac nulla sed vel enim sit amet nunc,False,Campelos
odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,False,Penanggal
vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,True,Kaingiwa
imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing,True,Periyiáli
lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam,False,Canto
augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh,True,Hamilton
fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu,True,Hudiksvall
tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis,True,Kloangrotat
mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,True,Pępowo
vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,False,Pasarkuok
velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque,False,Wa
scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis nunc proin at turpis a pede,True,Río Sereno
ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut,True,Xianshuigu
curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac,True,Phù Cát
penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,False,Staraya Kupavna
ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,False,Colorado Springs
lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices,True,Portel
sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,True,Blantyre
nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus,False,La Cumbre
id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed,True,West Jerusalem
at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi,True,Krupka
sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl,False,Longguang
ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,False,Xiheshan
eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet,False,Wenxing
nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea,False,Parengan
lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,True,Zhongmen
etiam pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris,True,Vavozh
sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,False,Liangshui
semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero,False,Gunungmenang
neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci,True,Yongtai
hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,True,Chardonnière
id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,True,Lukou
odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique,True,Kavála
sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,False,Glazov
at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis,False,Sutysky
a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,True,Pomerode
quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a,True,Viedma
sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed,True,Budapest
tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,True,Pavino
augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,True,Chynadiyovo
in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla,True,Cluses
penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,False,Fonte Boa
nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget,False,Calabugao
semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque,False,Arauquita
proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in,False,Vatutine
blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula,True,Shicheng
pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus,False,Wlingi
dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et,True,Funabashi
eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio,False,Brnaze
venenatis turpis enim blandit mi in porttitor pede justo eu,False,Velyki Mezhyrichi
sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis,True,Pasararba
sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea,True,San Vicente de Moravia
nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet,False,Si Prachan
nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in,True,Paamiut
elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,True,Yangjiaping
maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis,True,Bonnyville
dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis,False,Aktau
duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,False,Aracaju
lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,True,Hekou
lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,False,Кондово
dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque,False,Hongling
nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit,True,Izumiōtsu
et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,False,Kaminoyama
fusce congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in,True,Sekolan
quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,True,Valle Grande
in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,True,Ljungskile
augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt,True,Tonshayevo
condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,False,Balangkayan
mattis egestas metus aenean fermentum donec ut mauris eget massa,True,Hatton
posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat,False,Sherwood Park
orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in,False,Toamasina
hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo,False,Novikovo
mauris eget massa tempor convallis nulla neque libero convallis eget eleifend,True,Horodyshche
vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,False,Sanjie
lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta,False,Kefang
dapibus duis at velit eu est congue elementum in hac habitasse platea,False,Gorodets
montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur,False,Xinjie
est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis,False,Sembakung
est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,True,Guder Lao
viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus,True,Kuwayris Sharqī
augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet,True,Skhodnya
donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis,False,Tuchkovo
turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus,True,Kecskemét
augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel,False,Sendangagung
diam erat fermentum justo nec condimentum neque sapien placerat ante nulla,False,Candelaria
et tempus semper est quam pharetra magna ac consequat metus sapien,False,Cosquín
sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut,False,Votkinsk
leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id,False,Rentian
sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,False,Pedra
id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat,True,Shambu
amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante,False,Lalībela
ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,False,Acherítou
convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor,False,Rucava
suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,True,Ocoyo
et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et,True,Heshi
elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus,True,La Cruz de Río Grande
morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit,True,Yezhi
ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis,True,Rongai
platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum,False,Zaki Biam
rutrum nulla nunc purus phasellus in felis donec semper sapien a libero,False,Sarreguemines
vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient,True,Idi Iroko
nisl venenatis lacinia aenean sit amet justo morbi ut odio cras,True,Manorhamilton
vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,True,Vällingby
phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut,False,Bājitpur
risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis,False,Cikaduen
non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis,True,Coelho Neto
id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas,True,Toukh
elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus,True,Kembangkerang Satu
porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac,True,Shaxi
in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum,False,Honggang
mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet,True,Uchiza
ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac,False,Rio de Janeiro
in lacus curabitur at ipsum ac tellus semper interdum mauris,False,Zašová
posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci,False,Taltal
augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh,True,Aheloy
tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec,False,Cavalões
suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula,True,Demerval Lobão
pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,False,Prao
ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis,True,Maduao
mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed,True,Biggar
neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum,False,Gambēla
donec dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi vestibulum,True,Oxelösund
ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,True,Rivas
in felis donec semper sapien a libero nam dui proin leo odio porttitor,False,Strängnäs
id nulla ultrices aliquet maecenas leo odio condimentum id luctus,True,Gambut
vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,True,Huangascar
ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,True,Jezerce
cursus id turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel,False,Porto-Novo
lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat convallis morbi,True,Murom
lectus pellentesque eget nunc donec quis orci eget orci vehicula,False,Changyuan
ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum,False,Xinshan
posuere metus vitae ipsum aliquam non mauris morbi non lectus,False,Verkhniy Lomov
amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor eu pede,True,Hod HaSharon
id consequat in consequat ut nulla sed accumsan felis ut at dolor quis,True,Kuala Lumpur
aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,True,Saint-Malo
turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel,True,Kalmar
ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis,False,Lumbayan
nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,False,Rízoma
sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla,True,High Prairie
vestibulum ante ipsum primis in faucibus orci luctus et ultrices,False,McKinley
mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem,False,Qiakeri
ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac,True,Jönköping
donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam,True,Sanhe
sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,True,Pomahuaca
blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,True,Su’ao
felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis,True,Satipo
praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum,False,Huashan
aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat,True,Vichy
blandit mi in porttitor pede justo eu massa donec dapibus duis at,False,Gubeikou
congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat,False,Hatava
suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl,True,København
in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,False,Sukorejo
scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas,True,Tangdong
primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra,True,Semirara
eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,False,Guacarí
cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer,False,Laholm
eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,False,Banjaranyar
condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,False,Bắc Ninh
semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus,True,Midões
nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in,True,Metz
pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti,True,Caigangan
congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien,False,Guinticgan
diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,True,Bagani
libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum,False,Bakuriani
nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede,False,Ohafia-Ifigh
sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,False,Pasirtundun
rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam,False,Qalyūb
justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id,True,Pilníkov
dapibus duis at velit eu est congue elementum in hac habitasse platea dictumst morbi,True,Majiao
ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,False,Zanjān
risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,True,Benisheikh
luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida,False,Kaédi
at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam,True,Colombo
quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt,False,Guantánamo
nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue,True,Rossosh’
imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum,False,Al Qaryatayn
sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,True,Ribeirópolis
primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut,True,Kuznechikha
gravida sem praesent id massa id nisl venenatis lacinia aenean,False,Māmūnīyeh
nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,False,Kharp
praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio,False,Kurzętnik
et tempus semper est quam pharetra magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus,True,Laslovo
ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae,False,El Carmen
tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc,True,Bethlehem
vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel,True,Cachadinha
quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue,True,Mandalt
odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla,True,Llipa
consequat in consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices,True,Bistrica pri Tržiču
quis tortor id nulla ultrices aliquet maecenas leo odio condimentum,True,Ban Mai
est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue,True,Aulnay-sous-Bois
tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis,True,Otradnoye
fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,False,Chalon-sur-Saône
praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer,False,Ganquan
sapien sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in,True,Fuwah
rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,False,Nipawin
commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,True,Hubei
risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula,False,Honghe
eu interdum eu tincidunt in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in,False,Utrecht (stad)
varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit,True,Salem
hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,False,Shuitou
eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at,True,Evijärvi
ipsum primis in faucibus orci luctus et ultrices posuere cubilia,False,Yangjiafang
duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat,True,Adiaké
sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus,False,Binglincha
sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,True,Jabon
cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis,False,Yubileyny
ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci,False,Córdoba
at turpis a pede posuere nonummy integer non velit donec diam,False,Kalmar
amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum,True,Palmira
lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante,False,Huangling
tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,False,Wolofeo
donec semper sapien a libero nam dui proin leo odio porttitor id,True,Velké Losiny
morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam,False,Stockholm
elit proin risus praesent lectus vestibulum quam sapien varius ut blandit,True,Canggang
vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit,False,Maoping
arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci,False,Mikhaylovsk
praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus,False,Guinoaliuan
luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien,False,Lanuza
non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit,True,Carquefou
lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis,True,Aviles
integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum,True,Bagumbayan
metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra diam,False,Fucheng
luctus ultricies eu nibh quisque id justo sit amet sapien,True,Gujba
turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue,True,Plaju
lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede,True,Santa Cruz do Rio Pardo
pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris,False,Pontes e Lacerda
porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,True,Santong
scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis,False,Haquira
aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros,True,Linköping
in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis,False,Xinghua
pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa,True,Four Cross Roads
ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque,False,Victoria
montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id,True,Storozhnytsya
